pnum,voicefil,voice,HNDE,HNEX,HNIN,HPEF,HPFO,HPRE,LNEY,LNSP,LNSW,LPAT,LPFO,LPGR,HN,HP,LN,LP,form_smean,form_svar,form_rmean,form_rvar,intense_smean,intense_svar,intense_rmean,intense_rvar,pitch_smean,pitch_svar,pitch_rmean,pitch_rvar,ptype,hilo_actual,form_smeanMD,form_svarMD,intense_smeanMD,intense_svarMD,pitch_smeanMD,pitch_svarMD,LPr,LNr,newpster,vsex,feelpower,Zsub_form_smean,Zsub_form_svar,Zsub_form_rmean,Zsub_form_rvar,Zsub_intense_smean,Zsub_intense_svar,Zsub_intense_rmean,Zsub_intense_rvar,Zsub_pitch_smean,Zsub_pitch_svar,Zsub_pitch_rmean,Zsub_pitch_rvar
45,m45_power.wav,45,1,1,1,1,4,1,7,7,6,3,6,1,1,2,6.67,3.33,1074.618462,41723.31699,1348.867669,66861.50701,51.56621003,95.4794619,53.9251123,82.37359577,96.64986755,2740.86705,90.13324543,69.93724939,SENSE,lo,-48.63153825,357.8269913,-7.214613373,-103.0384732,-59.25449845,1276.02705,4.67,1.33,2.25,M,3,-0.204148,0.083031,1.688565,0.033122,-1.567877,-1.940892,-1.037653,-1.932285,-1.127493,2.348927,-1.35018,-0.848002
47,m45_power.wav,45,1,1,1,1,1,1,7,1,7,1,1,1,1,1,5,1,1074.618462,41723.31699,1348.867669,66861.50701,51.56621003,95.4794619,53.9251123,82.37359577,96.64986755,2740.86705,90.13324543,69.93724939,SENSE,lo,-48.63153825,357.8269913,-7.214613373,-103.0384732,-59.25449845,1276.02705,7,3,3,M,3,-0.204148,0.083031,1.688565,0.033122,-1.567877,-1.940892,-1.037653,-1.932285,-1.127493,2.348927,-1.35018,-0.848002
49,m45_power.wav,45,1,1,1,1,1,1,6,7,7,5,1,2,1,1,6.67,2.67,1074.618462,41723.31699,1348.867669,66861.50701,51.56621003,95.4794619,53.9251123,82.37359577,96.64986755,2740.86705,90.13324543,69.93724939,SENSE,lo,-48.63153825,357.8269913,-7.214613373,-103.0384732,-59.25449845,1276.02705,5.33,1.33,2.165,M,3,-0.204148,0.083031,1.688565,0.033122,-1.567877,-1.940892,-1.037653,-1.932285,-1.127493,2.348927,-1.35018,-0.848002
50,m45_power.wav,45,1,1,2,1,2,1,7,6,6,1,2,2,1.33,1.33,6.33,1.67,1074.618462,41723.31699,1348.867669,66861.50701,51.56621003,95.4794619,53.9251123,82.37359577,96.64986755,2740.86705,90.13324543,69.93724939,SENSE,lo,-48.63153825,357.8269913,-7.214613373,-103.0384732,-59.25449845,1276.02705,6.33,1.67,2.665,M,3,-0.204148,0.083031,1.688565,0.033122,-1.567877,-1.940892,-1.037653,-1.932285,-1.127493,2.348927,-1.35018,-0.848002
51,m45_power.wav,45,1,2,1,1,3,1,7,7,7,2,4,3,1.33,1.67,7,3,1074.618462,41723.31699,1348.867669,66861.50701,51.56621003,95.4794619,53.9251123,82.37359577,96.64986755,2740.86705,90.13324543,69.93724939,SENSE,lo,-48.63153825,357.8269913,-7.214613373,-103.0384732,-59.25449845,1276.02705,5,1,2.25,M,3,-0.204148,0.083031,1.688565,0.033122,-1.567877,-1.940892,-1.037653,-1.932285,-1.127493,2.348927,-1.35018,-0.848002
52,m45_power.wav,45,1,1,1,1,4,1,6,6,6,3,5,2,1,2,6,3.33,1074.618462,41723.31699,1348.867669,66861.50701,51.56621003,95.4794619,53.9251123,82.37359577,96.64986755,2740.86705,90.13324543,69.93724939,SENSE,lo,-48.63153825,357.8269913,-7.214613373,-103.0384732,-59.25449845,1276.02705,4.67,2,2.4175,M,3,-0.204148,0.083031,1.688565,0.033122,-1.567877,-1.940892,-1.037653,-1.932285,-1.127493,2.348927,-1.35018,-0.848002
54,m45_power.wav,45,2,2,3,3,4,3,6,5,5,3,6,3,2.33,3.33,5.33,4,1074.618462,41723.31699,1348.867669,66861.50701,51.56621003,95.4794619,53.9251123,82.37359577,96.64986755,2740.86705,90.13324543,69.93724939,SENSE,lo,-48.63153825,357.8269913,-7.214613373,-103.0384732,-59.25449845,1276.02705,4,2.67,3.0825,M,3,-0.204148,0.083031,1.688565,0.033122,-1.567877,-1.940892,-1.037653,-1.932285,-1.127493,2.348927,-1.35018,-0.848002
55,m45_power.wav,45,3,3,3,3,3,3,6,6,6,4,3,3,3,3,6,3.33,1074.618462,41723.31699,1348.867669,66861.50701,51.56621003,95.4794619,53.9251123,82.37359577,96.64986755,2740.86705,90.13324543,69.93724939,SENSE,lo,-48.63153825,357.8269913,-7.214613373,-103.0384732,-59.25449845,1276.02705,4.67,2,3.1675,M,3,-0.204148,0.083031,1.688565,0.033122,-1.567877,-1.940892,-1.037653,-1.932285,-1.127493,2.348927,-1.35018,-0.848002
1,m47_power.wav,47,2,3,3,6,6,5,1,1,1,5,6,7,2.67,5.67,1,6,1019.280173,36476.42946,1295.292197,56859.8835,62.883864,284.970184,65.635899,163.599381,115.709197,785.1371,102.69013,188.943231,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2,7,4.335,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
2,m47_power.wav,47,4,3,3,4,4,4,3,3,3,4,4,4,3.33,4,3,4,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,4,5,4.0825,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
3,m47_power.wav,47,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2,2,4,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
5,m47_power.wav,47,6,6,4,6,6,7,1,2,2,6,6,6,5.33,6.33,1.67,6,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2,6.33,4.9975,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
6,m47_power.wav,47,5,5,4,7,6,5,4,1,2,1,5,5,4.67,6,2.33,3.67,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,4.33,5.67,5.1675,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
7,m47_power.wav,47,3,4,3,3,5,5,2,2,3,5,5,5,3.33,4.33,2.33,5,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,3,5.67,4.0825,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
9,m47_power.wav,47,2,5,6,3,5,3,3,1,4,4,2,3,4.33,3.67,2.67,3,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,5,5.33,4.5825,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
10,m47_power.wav,47,7,5,3,7,7,7,1,1,1,7,7,7,5,7,1,7,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,1,7,5,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
11,m47_power.wav,47,4,6,4,7,4,4,1,2,2,5,3,7,4.67,5,1.67,5,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,3,6.33,4.75,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
14,m47_power.wav,47,7,7,3,7,7,7,1,1,2,4,4,7,5.67,7,1.33,5,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,3,6.67,5.585,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
16,m47_power.wav,47,3,3,4,5,3,4,2,5,4,3,5,4,3.33,4,3.67,4,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,4,4.33,3.915,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
18,m47_power.wav,47,6,6,6,6,6,6,1,6,1,3,2,3,6,6,2.67,2.67,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,5.33,5.33,5.665,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
19,m47_power.wav,47,5,7,2,7,7,1,1,1,4,7,7,7,4.67,5,2,7,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,1,6,4.1675,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
21,m47_power.wav,47,6,7,5,7,6,4,2,2,2,6,7,7,6,5.67,2,6.67,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,1.33,6,4.75,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
23,m47_power.wav,47,7,7,7,7,6,4,1,1,1,3,4,2,7,5.67,1,3,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,5,7,6.1675,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
24,m47_power.wav,47,6,4,4,7,6,6,1,2,2,5,6,7,4.67,6.33,1.67,6,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2,6.33,4.8325,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
26,m47_power.wav,47,2,1,5,5,3,4,4,2,3,4,4,4,2.67,4,3,4,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,4,5,3.9175,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
27,m47_power.wav,47,5,5,4,6,6,7,1,2,2,4,5,4,4.67,6.33,1.67,4.33,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,3.67,6.33,5.25,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
28,m47_power.wav,47,7,4,4,7,7,7,2,2,2,4,7,7,5,7,2,6,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2,6,5,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
29,m47_power.wav,47,7,6,2,6,7,4,5,3,3,6,5,4,5,5.67,3.67,5,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,3,4.33,4.5,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
32,m47_power.wav,47,6,6,5,7,6,6,1,2,2,2,5,5,5.67,6.33,1.67,4,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,4,6.33,5.5825,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
33,m47_power.wav,47,5,5,5,5,6,5,1,6,3,4,6,6,5,5.33,3.33,5.33,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2.67,4.67,4.4175,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
35,m47_power.wav,47,4,3,3,6,6,4,1,2,3,6,6,6,3.33,5.33,2,6,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2,6,4.165,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
38,m47_power.wav,47,3,2,2,7,7,6,2,2,2,6,6,7,2.33,6.67,2,6.33,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,1.67,6,4.1675,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
39,m47_power.wav,47,7,6,3,5,6,6,2,5,2,6,5,5,5.33,5.67,3,5.33,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2.67,5,4.6675,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
40,m47_power.wav,47,7,7,4,4,4,3,1,4,4,1,4,2,6,3.67,3,2.33,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,5.67,5,5.085,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
41,m47_power.wav,47,7,7,6,7,7,7,1,1,1,7,7,7,6.67,7,1,7,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,1,7,5.4175,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
42,m47_power.wav,47,5,2,5,4,4,6,5,4,5,5,4,6,4,4.67,4.67,5,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,3,3.33,3.75,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
45,m47_power.wav,47,2,4,5,6,6,4,1,1,2,6,5,6,3.67,5.33,1.33,5.67,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2.33,6.67,4.5,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
47,m47_power.wav,47,7,4,4,6,7,7,2,1,1,5,5,7,5,6.67,1.33,5.67,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2.33,6.67,5.1675,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
48,m47_power.wav,47,6,3,2,7,7,6,1,1,3,7,6,7,3.67,6.67,1.67,6.67,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,1.33,6.33,4.5,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
49,m47_power.wav,47,6,7,3,6,7,7,2,1,2,6,7,7,5.33,6.67,1.67,6.67,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,1.33,6.33,4.915,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
50,m47_power.wav,47,6,7,5,7,7,5,1,1,1,5,7,5,6,6.33,1,5.67,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2.33,7,5.415,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
51,m47_power.wav,47,7,6,4,7,6,6,1,1,1,6,4,6,5.67,6.33,1,5.33,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2.67,7,5.4175,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
52,m47_power.wav,47,6,5,5,5,3,5,3,3,3,4,4,5,5.33,4.33,3,4.33,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,3.67,5,4.5825,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
54,m47_power.wav,47,7,5,6,7,6,6,1,2,2,6,6,6,6,6.33,1.67,6,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,2,6.33,5.165,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
55,m47_power.wav,47,6,6,6,6,6,6,3,2,3,4,4,2,6,6,2.67,3.33,1019.280173,36476.42946,1295.292197,56859.8835,62.88386424,284.9701839,65.63589916,163.599381,115.7091968,785.1371002,102.6901303,188.9432309,SENSE,hi,-103.9698268,-4889.06054,4.103040844,86.45224878,-40.19516918,-679.7028998,4.67,5.33,5.5,M,5,-0.868932,-0.370258,0.373559,-0.782004,0.910851,1.144683,1.244845,-0.26548,0.080929,-0.193778,-0.508817,-0.776098
1,m48_power.wav,48,2,1,1,1,1,1,7,7,7,7,1,1,1.33,1,7,3,1035.861994,49821.26515,1326.934814,87876.88869,48.037976,134.921152,53.064684,151.450059,131.823104,1270.546625,126.582383,1066.354301,SENSE,lo,-87.38800633,8455.775146,-10.74284725,-63.59678348,-24.08126192,-194.293375,5,1,2.0825,M,2,-0.669733,0.782628,1.150224,1.745862,-2.34061,-1.298643,-1.205355,-0.514792,1.102602,0.437318,1.092062,-0.245961
2,m48_power.wav,48,1,2,1,1,1,2,6,7,7,1,2,1,1.33,1.33,6.67,1.33,1035.861994,49821.26515,1326.934814,87876.88869,48.03797615,134.9211516,53.06468445,151.4500592,131.8231041,1270.546625,126.582383,1066.354301,SENSE,lo,-87.38800633,8455.775146,-10.74284725,-63.59678348,-24.08126192,-194.293375,6.67,1.33,2.665,M,2,-0.669733,0.782628,1.150224,1.745862,-2.34061,-1.298643,-1.205355,-0.514792,1.102602,0.437318,1.092062,-0.245961
3,m48_power.wav,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1035.861994,49821.26515,1326.934814,87876.88869,48.03797615,134.9211516,53.06468445,151.4500592,131.8231041,1270.546625,126.582383,1066.354301,SENSE,lo,-87.38800633,8455.775146,-10.74284725,-63.59678348,-24.08126192,-194.293375,7,7,4,M,2,-0.669733,0.782628,1.150224,1.745862,-2.34061,-1.298643,-1.205355,-0.514792,1.102602,0.437318,1.092062,-0.245961
5,m48_power.wav,48,1,2,2,1,4,1,7,7,7,2,4,3,1.67,2,7,3,1035.861994,49821.26515,1326.934814,87876.88869,48.03797615,134.9211516,53.06468445,151.4500592,131.8231041,1270.546625,126.582383,1066.354301,SENSE,lo,-87.38800633,8455.775146,-10.74284725,-63.59678348,-24.08126192,-194.293375,5,1,2.4175,M,2,-0.669733,0.782628,1.150224,1.745862,-2.34061,-1.298643,-1.205355,-0.514792,1.102602,0.437318,1.092062,-0.245961
6,m48_power.wav,48,1,2,2,2,2,2,2,1,5,2,2,2,1.67,2,2.67,2,1035.861994,49821.26515,1326.934814,87876.88869,48.03797615,134.9211516,53.06468445,151.4500592,131.8231041,1270.546625,126.582383,1066.354301,SENSE,lo,-87.38800633,8455.775146,-10.74284725,-63.59678348,-24.08126192,-194.293375,6,5.33,3.75,M,2,-0.669733,0.782628,1.150224,1.745862,-2.34061,-1.298643,-1.205355,-0.514792,1.102602,0.437318,1.092062,-0.245961
7,m48_power.wav,48,1,1,1,2,2,1,7,7,6,2,1,4,1,1.67,6.67,2.33,1035.861994,49821.26515,1326.934814,87876.88869,48.03797615,134.9211516,53.06468445,151.4500592,131.8231041,1270.546625,126.582383,1066.354301,SENSE,lo,-87.38800633,8455.775146,-10.74284725,-63.59678348,-24.08126192,-194.293375,5.67,1.33,2.4175,M,2,-0.669733,0.782628,1.150224,1.745862,-2.34061,-1.298643,-1.205355,-0.514792,1.102602,0.437318,1.092062,-0.245961
9,m48_power.wav,48,1,3,3,1,4,4,5,3,7,2,5,3,2.33,3,5,3.33,1035.861994,49821.26515,1326.934814,87876.88869,48.03797615,134.9211516,53.06468445,151.4500592,131.8231041,1270.546625,126.582383,1066.354301,SENSE,lo,-87.38800633,8455.775146,-10.74284725,-63.59678348,-24.08126192,-194.293375,4.67,3,3.25,M,2,-0.669733,0.782628,1.150224,1.745862,-2.34061,-1.298643,-1.205355,-0.514792,1.102602,0.437318,1.092062,-0.245961
10,m48_power.wav,48,1,1,1,1,2,2,6,5,1,1,2,1,1,1.67,4,1.33,1035.861994,49821.26515,1326.934814,87876.88869,48.03797615,134.9211516,53.06468445,151.4500592,131.8231041,1270.546625,126.582383,1066.354301,SENSE,lo,-87.38800633,8455.775146,-10.74284725,-63.59678348,-24.08126192,-194.293375,6.67,4,3.335,M,2,-0.669733,0.782628,1.150224,1.745862,-2.34061,-1.298643,-1.205355,-0.514792,1.102602,0.437318,1.092062,-0.245961
11,m48_power.wav,48,1,1,1,1,7,1,7,1,1,7,7,1,1,3,3,5,1035.861994,49821.26515,1326.934814,87876.88869,48.03797615,134.9211516,53.06468445,151.4500592,131.8231041,1270.546625,126.582383,1066.354301,SENSE,lo,-87.38800633,8455.775146,-10.74284725,-63.59678348,-24.08126192,-194.293375,3,5,3,M,2,-0.669733,0.782628,1.150224,1.745862,-2.34061,-1.298643,-1.205355,-0.514792,1.102602,0.437318,1.092062,-0.245961
